queue_id,capture_date,broad_category_slug,broad_category_name,sub_category,micro_niche,keyword,source_level,research_priority,my_fit,selection_mode,entrypoints,primary_goal,product_target_per_keyword,shop_target_per_keyword,video_target_per_keyword,live_target_per_keyword,refresh_days,tiktok_search_url,tiktok_tag_url,google_shop_query_url,status,notes
KW-0268,2026-05-10,home-supplies,Home Supplies,Cleaning,Brushes and wiping tools,cleaning brush,micro_niche,watch,high,video_search,search|video,Find products with search demand and content proof,30,10,8,3,7,https://www.tiktok.com/search?q=cleaning+brush,https://www.tiktok.com/tag/cleaning-brush,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cleaning+brush%22+Malaysia,todo,
KW-0269,2026-05-10,home-supplies,Home Supplies,Cleaning,Brushes and wiping tools,magic sponge,micro_niche,watch,high,video_search,search|video,Find products with search demand and content proof,30,10,8,3,7,https://www.tiktok.com/search?q=magic+sponge,https://www.tiktok.com/tag/magic-sponge,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22magic+sponge%22+Malaysia,todo,
KW-0270,2026-05-10,home-supplies,Home Supplies,Cleaning,Brushes and wiping tools,wiper,micro_niche,watch,high,video_search,search|video,Find products with search demand and content proof,30,10,8,3,7,https://www.tiktok.com/search?q=wiper,https://www.tiktok.com/tag/wiper,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22wiper%22+Malaysia,todo,
KW-0271,2026-05-10,home-supplies,Home Supplies,Laundry,Drying and washing accessories,hanger,micro_niche,watch,medium,video_search,search|video,Find products with search demand and content proof,30,10,8,3,7,https://www.tiktok.com/search?q=hanger,https://www.tiktok.com/tag/hanger,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hanger%22+Malaysia,todo,
KW-0272,2026-05-10,home-supplies,Home Supplies,Laundry,Drying and washing accessories,laundry bag,micro_niche,watch,medium,video_search,search|video,Find products with search demand and content proof,30,10,8,3,7,https://www.tiktok.com/search?q=laundry+bag,https://www.tiktok.com/tag/laundry-bag,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22laundry+bag%22+Malaysia,todo,
KW-0273,2026-05-10,home-supplies,Home Supplies,Laundry,Drying and washing accessories,laundry basket,micro_niche,watch,medium,video_search,search|video,Find products with search demand and content proof,30,10,8,3,7,https://www.tiktok.com/search?q=laundry+basket,https://www.tiktok.com/tag/laundry-basket,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22laundry+basket%22+Malaysia,todo,
KW-0274,2026-05-10,home-supplies,Home Supplies,Small utility,Adhesive hooks and clips,adhesive hook,micro_niche,watch,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,30,10,8,3,7,https://www.tiktok.com/search?q=adhesive+hook,https://www.tiktok.com/tag/adhesive-hook,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22adhesive+hook%22+Malaysia,todo,
KW-0275,2026-05-10,home-supplies,Home Supplies,Small utility,Adhesive hooks and clips,cable clip,micro_niche,watch,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,30,10,8,3,7,https://www.tiktok.com/search?q=cable+clip,https://www.tiktok.com/tag/cable-clip,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cable+clip%22+Malaysia,todo,
KW-0276,2026-05-10,home-supplies,Home Supplies,Small utility,Adhesive hooks and clips,clip,micro_niche,watch,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,30,10,8,3,7,https://www.tiktok.com/search?q=clip,https://www.tiktok.com/tag/clip,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22clip%22+Malaysia,todo,
KW-0277,2026-05-10,home-supplies,Home Supplies,Storage,Drawer and closet organizers,drawer organizer,micro_niche,watch,high,video_search,search|video,Find products with search demand and content proof,30,10,8,3,7,https://www.tiktok.com/search?q=drawer+organizer,https://www.tiktok.com/tag/drawer-organizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22drawer+organizer%22+Malaysia,todo,
KW-0278,2026-05-10,home-supplies,Home Supplies,Storage,Drawer and closet organizers,organizer,micro_niche,watch,high,video_search,search|video,Find products with search demand and content proof,30,10,8,3,7,https://www.tiktok.com/search?q=organizer,https://www.tiktok.com/tag/organizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22organizer%22+Malaysia,todo,
KW-0279,2026-05-10,home-supplies,Home Supplies,Storage,Drawer and closet organizers,storage box,micro_niche,watch,high,video_search,search|video,Find products with search demand and content proof,30,10,8,3,7,https://www.tiktok.com/search?q=storage+box,https://www.tiktok.com/tag/storage-box,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22storage+box%22+Malaysia,todo,
KW-0280,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,,,bracelet,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=bracelet,https://www.tiktok.com/tag/bracelet,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22bracelet%22+Malaysia,todo,
KW-0281,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,,,brooch,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=brooch,https://www.tiktok.com/tag/brooch,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22brooch%22+Malaysia,todo,
KW-0282,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,,,earring set,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=earring+set,https://www.tiktok.com/tag/earring-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22earring+set%22+Malaysia,todo,
KW-0283,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,,,necklace,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=necklace,https://www.tiktok.com/tag/necklace,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22necklace%22+Malaysia,todo,
KW-0284,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,,,ring set,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=ring+set,https://www.tiktok.com/tag/ring-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22ring+set%22+Malaysia,todo,
KW-0285,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,Bracelets and necklaces,Layered sets,bracelet,micro_niche,watch,medium,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,24,7,6,2,7,https://www.tiktok.com/search?q=bracelet,https://www.tiktok.com/tag/bracelet,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22bracelet%22+Malaysia,todo,
KW-0286,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,Bracelets and necklaces,Layered sets,layered chain,micro_niche,watch,medium,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,24,7,6,2,7,https://www.tiktok.com/search?q=layered+chain,https://www.tiktok.com/tag/layered-chain,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22layered+chain%22+Malaysia,todo,
KW-0287,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,Bracelets and necklaces,Layered sets,necklace set,micro_niche,watch,medium,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,24,7,6,2,7,https://www.tiktok.com/search?q=necklace+set,https://www.tiktok.com/tag/necklace-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22necklace+set%22+Malaysia,todo,
KW-0288,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,Brooches and pins,Modest-fashion add-ons,brooch,micro_niche,watch,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,24,7,6,2,7,https://www.tiktok.com/search?q=brooch,https://www.tiktok.com/tag/brooch,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22brooch%22+Malaysia,todo,
KW-0289,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,Brooches and pins,Modest-fashion add-ons,hijab pin,micro_niche,watch,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,24,7,6,2,7,https://www.tiktok.com/search?q=hijab+pin,https://www.tiktok.com/tag/hijab-pin,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hijab+pin%22+Malaysia,todo,
KW-0290,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,Brooches and pins,Modest-fashion add-ons,pin shawl,micro_niche,watch,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,24,7,6,2,7,https://www.tiktok.com/search?q=pin+shawl,https://www.tiktok.com/tag/pin-shawl,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pin+shawl%22+Malaysia,todo,
KW-0291,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,Earrings,Stud and hoop sets,earring set,micro_niche,watch,medium,video_search,search|video,Find products with search demand and content proof,24,7,6,2,7,https://www.tiktok.com/search?q=earring+set,https://www.tiktok.com/tag/earring-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22earring+set%22+Malaysia,todo,
KW-0292,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,Earrings,Stud and hoop sets,hoop earring,micro_niche,watch,medium,video_search,search|video,Find products with search demand and content proof,24,7,6,2,7,https://www.tiktok.com/search?q=hoop+earring,https://www.tiktok.com/tag/hoop-earring,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hoop+earring%22+Malaysia,todo,
KW-0293,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,Earrings,Stud and hoop sets,stud earring,micro_niche,watch,medium,video_search,search|video,Find products with search demand and content proof,24,7,6,2,7,https://www.tiktok.com/search?q=stud+earring,https://www.tiktok.com/tag/stud-earring,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22stud+earring%22+Malaysia,todo,
KW-0294,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,Rings,Adjustable ring sets,adjustable ring,micro_niche,watch,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,24,7,6,2,7,https://www.tiktok.com/search?q=adjustable+ring,https://www.tiktok.com/tag/adjustable-ring,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22adjustable+ring%22+Malaysia,todo,
KW-0295,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,Rings,Adjustable ring sets,ring set,micro_niche,watch,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,24,7,6,2,7,https://www.tiktok.com/search?q=ring+set,https://www.tiktok.com/tag/ring-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22ring+set%22+Malaysia,todo,
KW-0296,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,Rings,Adjustable ring sets,stacking ring,micro_niche,watch,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,24,7,6,2,7,https://www.tiktok.com/search?q=stacking+ring,https://www.tiktok.com/tag/stacking-ring,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22stacking+ring%22+Malaysia,todo,
KW-0297,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,Storage and care,Jewelry boxes and wipes,cleaning cloth,micro_niche,watch,low,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,24,7,6,2,7,https://www.tiktok.com/search?q=cleaning+cloth,https://www.tiktok.com/tag/cleaning-cloth,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22cleaning+cloth%22+Malaysia,todo,
KW-0298,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,Storage and care,Jewelry boxes and wipes,jewelry box,micro_niche,watch,low,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,24,7,6,2,7,https://www.tiktok.com/search?q=jewelry+box,https://www.tiktok.com/tag/jewelry-box,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22jewelry+box%22+Malaysia,todo,
KW-0299,2026-05-10,jewelry-accessories,Jewelry Accessories & Derivatives,Storage and care,Jewelry boxes and wipes,ring holder,micro_niche,watch,low,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,24,7,6,2,7,https://www.tiktok.com/search?q=ring+holder,https://www.tiktok.com/tag/ring-holder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22ring+holder%22+Malaysia,todo,
KW-0300,2026-05-10,kids-fashion,Kids' Fashion,,,boys set,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=boys+set,https://www.tiktok.com/tag/boys-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22boys+set%22+Malaysia,todo,
KW-0301,2026-05-10,kids-fashion,Kids' Fashion,,,girls set,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=girls+set,https://www.tiktok.com/tag/girls-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22girls+set%22+Malaysia,todo,
KW-0302,2026-05-10,kids-fashion,Kids' Fashion,,,kids pajama,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=kids+pajama,https://www.tiktok.com/tag/kids-pajama,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kids+pajama%22+Malaysia,todo,
KW-0303,2026-05-10,kids-fashion,Kids' Fashion,,,romper,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=romper,https://www.tiktok.com/tag/romper,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22romper%22+Malaysia,todo,
KW-0304,2026-05-10,kids-fashion,Kids' Fashion,,,school socks,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=school+socks,https://www.tiktok.com/tag/school-socks,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22school+socks%22+Malaysia,todo,
KW-0305,2026-05-10,kids-fashion,Kids' Fashion,Accessories,Kids caps and bags,hairband kids,micro_niche,watch,low,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,20,6,6,3,7,https://www.tiktok.com/search?q=hairband+kids,https://www.tiktok.com/tag/hairband-kids,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22hairband+kids%22+Malaysia,todo,
KW-0306,2026-05-10,kids-fashion,Kids' Fashion,Accessories,Kids caps and bags,kids bag,micro_niche,watch,low,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,20,6,6,3,7,https://www.tiktok.com/search?q=kids+bag,https://www.tiktok.com/tag/kids-bag,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kids+bag%22+Malaysia,todo,
KW-0307,2026-05-10,kids-fashion,Kids' Fashion,Accessories,Kids caps and bags,kids cap,micro_niche,watch,low,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,20,6,6,3,7,https://www.tiktok.com/search?q=kids+cap,https://www.tiktok.com/tag/kids-cap,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kids+cap%22+Malaysia,todo,
KW-0308,2026-05-10,kids-fashion,Kids' Fashion,Baby clothing,Romper and bodysuit basics,baby set,micro_niche,watch,low,review_led,search|review,Find products where trust and proof matter most,20,6,6,3,7,https://www.tiktok.com/search?q=baby+set,https://www.tiktok.com/tag/baby-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22baby+set%22+Malaysia,todo,
KW-0309,2026-05-10,kids-fashion,Kids' Fashion,Baby clothing,Romper and bodysuit basics,bodysuit,micro_niche,watch,low,review_led,search|review,Find products where trust and proof matter most,20,6,6,3,7,https://www.tiktok.com/search?q=bodysuit,https://www.tiktok.com/tag/bodysuit,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22bodysuit%22+Malaysia,todo,
KW-0310,2026-05-10,kids-fashion,Kids' Fashion,Baby clothing,Romper and bodysuit basics,romper,micro_niche,watch,low,review_led,search|review,Find products where trust and proof matter most,20,6,6,3,7,https://www.tiktok.com/search?q=romper,https://www.tiktok.com/tag/romper,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22romper%22+Malaysia,todo,
KW-0311,2026-05-10,kids-fashion,Kids' Fashion,Playwear,Boys and girls matching sets,boys set,micro_niche,watch,medium,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,20,6,6,3,7,https://www.tiktok.com/search?q=boys+set,https://www.tiktok.com/tag/boys-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22boys+set%22+Malaysia,todo,
KW-0312,2026-05-10,kids-fashion,Kids' Fashion,Playwear,Boys and girls matching sets,girls set,micro_niche,watch,medium,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,20,6,6,3,7,https://www.tiktok.com/search?q=girls+set,https://www.tiktok.com/tag/girls-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22girls+set%22+Malaysia,todo,
KW-0313,2026-05-10,kids-fashion,Kids' Fashion,Playwear,Boys and girls matching sets,kids set,micro_niche,watch,medium,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,20,6,6,3,7,https://www.tiktok.com/search?q=kids+set,https://www.tiktok.com/tag/kids-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kids+set%22+Malaysia,todo,
KW-0314,2026-05-10,kids-fashion,Kids' Fashion,School basics,Socks and inner basics,kids innerwear,micro_niche,watch,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,20,6,6,3,7,https://www.tiktok.com/search?q=kids+innerwear,https://www.tiktok.com/tag/kids-innerwear,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kids+innerwear%22+Malaysia,todo,
KW-0315,2026-05-10,kids-fashion,Kids' Fashion,School basics,Socks and inner basics,school socks,micro_niche,watch,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,20,6,6,3,7,https://www.tiktok.com/search?q=school+socks,https://www.tiktok.com/tag/school-socks,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22school+socks%22+Malaysia,todo,
KW-0316,2026-05-10,kids-fashion,Kids' Fashion,School basics,Socks and inner basics,uniform basic,micro_niche,watch,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,20,6,6,3,7,https://www.tiktok.com/search?q=uniform+basic,https://www.tiktok.com/tag/uniform-basic,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22uniform+basic%22+Malaysia,todo,
KW-0317,2026-05-10,kids-fashion,Kids' Fashion,Sleepwear,Kids pajama sets,kids pajama,micro_niche,watch,medium,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,20,6,6,3,7,https://www.tiktok.com/search?q=kids+pajama,https://www.tiktok.com/tag/kids-pajama,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22kids+pajama%22+Malaysia,todo,
KW-0318,2026-05-10,kids-fashion,Kids' Fashion,Sleepwear,Kids pajama sets,pajama set,micro_niche,watch,medium,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,20,6,6,3,7,https://www.tiktok.com/search?q=pajama+set,https://www.tiktok.com/tag/pajama-set,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pajama+set%22+Malaysia,todo,
KW-0319,2026-05-10,kids-fashion,Kids' Fashion,Sleepwear,Kids pajama sets,sleepwear kids,micro_niche,watch,medium,video_live,video|live|search,Find categories that depend on creator demonstration and live selling,20,6,6,3,7,https://www.tiktok.com/search?q=sleepwear+kids,https://www.tiktok.com/tag/sleepwear-kids,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sleepwear+kids%22+Malaysia,todo,
KW-0320,2026-05-10,kitchenware,Kitchenware,,,chopper,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=chopper,https://www.tiktok.com/tag/chopper,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22chopper%22+Malaysia,todo,
KW-0321,2026-05-10,kitchenware,Kitchenware,,,food storage,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=food+storage,https://www.tiktok.com/tag/food-storage,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22food+storage%22+Malaysia,todo,
KW-0322,2026-05-10,kitchenware,Kitchenware,,,oil dispenser,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=oil+dispenser,https://www.tiktok.com/tag/oil-dispenser,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22oil+dispenser%22+Malaysia,todo,
KW-0323,2026-05-10,kitchenware,Kitchenware,,,pan organizer,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=pan+organizer,https://www.tiktok.com/tag/pan-organizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pan+organizer%22+Malaysia,todo,
KW-0324,2026-05-10,kitchenware,Kitchenware,,,sink rack,broad_category,watch,,,,broad category discovery,,,,,,https://www.tiktok.com/search?q=sink+rack,https://www.tiktok.com/tag/sink-rack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sink+rack%22+Malaysia,todo,
KW-0325,2026-05-10,kitchenware,Kitchenware,Cookware accessories,Pan tools and liners,pan liner,micro_niche,watch,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,26,8,8,3,7,https://www.tiktok.com/search?q=pan+liner,https://www.tiktok.com/tag/pan-liner,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pan+liner%22+Malaysia,todo,
KW-0326,2026-05-10,kitchenware,Kitchenware,Cookware accessories,Pan tools and liners,pot handle cover,micro_niche,watch,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,26,8,8,3,7,https://www.tiktok.com/search?q=pot+handle+cover,https://www.tiktok.com/tag/pot-handle-cover,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22pot+handle+cover%22+Malaysia,todo,
KW-0327,2026-05-10,kitchenware,Kitchenware,Cookware accessories,Pan tools and liners,silicone spatula,micro_niche,watch,medium,search_bundle,search|shop,Find low-ticket bundle and add-on opportunities,26,8,8,3,7,https://www.tiktok.com/search?q=silicone+spatula,https://www.tiktok.com/tag/silicone-spatula,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22silicone+spatula%22+Malaysia,todo,
KW-0328,2026-05-10,kitchenware,Kitchenware,Dispensers,Oil and seasoning containers,oil dispenser,micro_niche,watch,high,video_search,search|video,Find products with search demand and content proof,26,8,8,3,7,https://www.tiktok.com/search?q=oil+dispenser,https://www.tiktok.com/tag/oil-dispenser,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22oil+dispenser%22+Malaysia,todo,
KW-0329,2026-05-10,kitchenware,Kitchenware,Dispensers,Oil and seasoning containers,sauce bottle,micro_niche,watch,high,video_search,search|video,Find products with search demand and content proof,26,8,8,3,7,https://www.tiktok.com/search?q=sauce+bottle,https://www.tiktok.com/tag/sauce-bottle,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sauce+bottle%22+Malaysia,todo,
KW-0330,2026-05-10,kitchenware,Kitchenware,Dispensers,Oil and seasoning containers,seasoning bottle,micro_niche,watch,high,video_search,search|video,Find products with search demand and content proof,26,8,8,3,7,https://www.tiktok.com/search?q=seasoning+bottle,https://www.tiktok.com/tag/seasoning-bottle,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22seasoning+bottle%22+Malaysia,todo,
KW-0331,2026-05-10,kitchenware,Kitchenware,Preparation tools,Choppers slicers and peelers,chopper,micro_niche,watch,high,video_search,search|video,Find products with search demand and content proof,26,8,8,3,7,https://www.tiktok.com/search?q=chopper,https://www.tiktok.com/tag/chopper,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22chopper%22+Malaysia,todo,
KW-0332,2026-05-10,kitchenware,Kitchenware,Preparation tools,Choppers slicers and peelers,peeler,micro_niche,watch,high,video_search,search|video,Find products with search demand and content proof,26,8,8,3,7,https://www.tiktok.com/search?q=peeler,https://www.tiktok.com/tag/peeler,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22peeler%22+Malaysia,todo,
KW-0333,2026-05-10,kitchenware,Kitchenware,Preparation tools,Choppers slicers and peelers,slicer,micro_niche,watch,high,video_search,search|video,Find products with search demand and content proof,26,8,8,3,7,https://www.tiktok.com/search?q=slicer,https://www.tiktok.com/tag/slicer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22slicer%22+Malaysia,todo,
KW-0334,2026-05-10,kitchenware,Kitchenware,Sink and wash,Sink racks and drain tools,dish holder,micro_niche,watch,medium,video_search,search|video,Find products with search demand and content proof,26,8,8,3,7,https://www.tiktok.com/search?q=dish+holder,https://www.tiktok.com/tag/dish-holder,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22dish+holder%22+Malaysia,todo,
KW-0335,2026-05-10,kitchenware,Kitchenware,Sink and wash,Sink racks and drain tools,drain basket,micro_niche,watch,medium,video_search,search|video,Find products with search demand and content proof,26,8,8,3,7,https://www.tiktok.com/search?q=drain+basket,https://www.tiktok.com/tag/drain-basket,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22drain+basket%22+Malaysia,todo,
KW-0336,2026-05-10,kitchenware,Kitchenware,Sink and wash,Sink racks and drain tools,sink rack,micro_niche,watch,medium,video_search,search|video,Find products with search demand and content proof,26,8,8,3,7,https://www.tiktok.com/search?q=sink+rack,https://www.tiktok.com/tag/sink-rack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22sink+rack%22+Malaysia,todo,
KW-0337,2026-05-10,kitchenware,Kitchenware,Storage,Food containers and racks,food container,micro_niche,watch,medium,video_search,search|video,Find products with search demand and content proof,26,8,8,3,7,https://www.tiktok.com/search?q=food+container,https://www.tiktok.com/tag/food-container,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22food+container%22+Malaysia,todo,
KW-0338,2026-05-10,kitchenware,Kitchenware,Storage,Food containers and racks,fridge organizer,micro_niche,watch,medium,video_search,search|video,Find products with search demand and content proof,26,8,8,3,7,https://www.tiktok.com/search?q=fridge+organizer,https://www.tiktok.com/tag/fridge-organizer,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22fridge+organizer%22+Malaysia,todo,
KW-0339,2026-05-10,kitchenware,Kitchenware,Storage,Food containers and racks,spice rack,micro_niche,watch,medium,video_search,search|video,Find products with search demand and content proof,26,8,8,3,7,https://www.tiktok.com/search?q=spice+rack,https://www.tiktok.com/tag/spice-rack,https://www.google.com/search?q=site%3Ashop.tiktok.com%2Fview%2Fproduct+%22spice+rack%22+Malaysia,todo,
